id,fuente,indice,imagen_finita,minimo,maximo,media,desviacion,huella_imagen,huella_mascara,mascara_valida,pixeles_fondo_inconsistente,proporcion_0,proporcion_1,proporcion_2,proporcion_3,proporcion_lesion,imagen_constante,motivo,estado,archivo,particion,proporcion_final_0,proporcion_final_1,proporcion_final_2,proporcion_final_3,pierde_clase_lesion
medseg_0030,medseg,30,True,-1204.509850817146,26.50660255281332,-351.8520990278556,444.46187529356956,1db590d7ab30e883e4559fbc2ab9ea9e627c71b1b55dcfee46795761e4d234aa,f14519c77e1c241577330f5f2728f11cfe7be2ddf9cf65010833c12cdad5a51c,True,0,0.01334381103515625,0.07897567749023438,0.1467132568359375,0.7609672546386719,0.09231948852539062,False,,conservar,medseg_0030.npz,pendiente de identificar pacientes,0.0135040283203125,0.078948974609375,0.1472625732421875,0.760284423828125,False
medseg_0031,medseg,31,True,-1204.6293063457272,384.2901350955451,-336.5496758838609,433.78667872715704,155784b70b27492e6e1e7270e208a5b3e3cb426db3f72c7bce9dc6ab21ad6ffe,86bb233959fb4433256b8995ce0ff31b2b80dbef8894a849adb81b3e1c56cc24,True,0,0.047760009765625,0.01016998291015625,0.36125946044921875,0.580810546875,0.05792999267578125,False,,conservar,medseg_0031.npz,pendiente de identificar pacientes,0.0477294921875,0.0101776123046875,0.3617095947265625,0.58038330078125,False
medseg_0032,medseg,32,True,-1034.7369317811053,154.3924746779801,-185.2593194990617,265.4628824387174,5295619629c5f31638a73c84058a3d2a508b0df8ce24eadd9bd1402d4b08953b,688bf47102d7adf609d4664faa3ba0ee7f74c670cd139408158ab4ed260939af,True,190,0.02288055419921875,0.19585037231445312,0.09698867797851562,0.6850051879882812,0.21873092651367188,False,,conservar,medseg_0032.npz,pendiente de identificar pacientes,0.022857666015625,0.195556640625,0.0984954833984375,0.6830902099609375,False
medseg_0033,medseg,33,True,-1377.2058823529412,307.86156717476547,-277.6631233452438,477.10174006453065,c7dd2021b31ce75c206bcba1542c7524b6630b20c8421b0665bd521c1f778e08,938836634b1db7f5b4f8be26829801be7f2029878761bcd1bedd6ecb1e4a0dd2,True,0,0.0280609130859375,0.0,0.294158935546875,0.6777801513671875,0.0280609130859375,False,,conservar,medseg_0033.npz,pendiente de identificar pacientes,0.0281219482421875,0.0,0.2956695556640625,0.67620849609375,False
medseg_0034,medseg,34,True,-1025.7142857142858,285.66485348655465,-313.94204119963416,412.739767499838,85f6e4ae3e9e7235e34527f912b01ce8977f990272056a4c13b03de8b843b516,4cde054e0b8f27e549ca1a689a2179aeb246beb52b1a27db3fcb09c5c7fae0be,True,0,0.0169219970703125,0.03167724609375,0.29329681396484375,0.6581039428710938,0.0485992431640625,False,,conservar,medseg_0034.npz,pendiente de identificar pacientes,0.0169219970703125,0.031646728515625,0.2943115234375,0.6571197509765625,False
medseg_0035,medseg,35,True,-1379.591836734694,179.53441843507653,-546.7433281207732,501.17017769483056,7dbf31ab6a71b7ce0b3603cae6dd0cde54c2475419b5a861fd3d51b9dba62896,289b8a91c2b810f6f4b77ac5e24c23fde883d9d4152e4fe8920e8ee9e127f38f,True,0,0.009002685546875,0.036876678466796875,0.33399200439453125,0.6201286315917969,0.045879364013671875,False,,conservar,medseg_0035.npz,pendiente de identificar pacientes,0.0089874267578125,0.0368194580078125,0.3338470458984375,0.6203460693359375,False
medseg_0036,medseg,36,True,-1049.0214164295994,230.84939890027476,-276.874074799081,432.9292089907044,ad9e6dc0af4b68dec750194f25b5de0661f64b7ce94cd37ad02b3131cce501e3,18dd7ba3a215d375f2a07723362d693ce40eb847a9b9e1faf844b39e16f991c1,True,0,0.01418304443359375,0.02875518798828125,0.096282958984375,0.86077880859375,0.042938232421875,False,,conservar,medseg_0036.npz,pendiente de identificar pacientes,0.01422119140625,0.028717041015625,0.0968017578125,0.860260009765625,False
medseg_0037,medseg,37,True,-1433.0827067669172,288.13414129356056,-365.28992045584573,485.6228911563226,98162251c08ddd7a9ae3c84c85b7d37e171857f34131458c714e8bb4604251f6,5b748756f0d828db41da7d75b547d569f98924fbdf29fbfa2ea3f2eabe7fe67f,True,0,0.01912689208984375,0.016231536865234375,0.34055328369140625,0.6240882873535156,0.035358428955078125,False,,conservar,medseg_0037.npz,pendiente de identificar pacientes,0.01904296875,0.0162506103515625,0.34088134765625,0.6238250732421875,False
medseg_0038,medseg,38,True,-1606.5217391304348,55.90266294593334,-443.28937851704393,480.8418861983266,16fa4a1e7812b14b432a4e207fdb0e6b22a8343842b210371dfcf19a015a6f78,04ef2adaf95425413be8c2dc857ff3e187c8118c16b1890ea5d35fa86c212be9,True,0,0.022003173828125,0.02831268310546875,0.28884124755859375,0.6608428955078125,0.05031585693359375,False,,conservar,medseg_0038.npz,pendiente de identificar pacientes,0.02215576171875,0.0284881591796875,0.2888946533203125,0.66046142578125,False
medseg_0039,medseg,39,True,-1183.3026814288626,168.210257022492,-137.38662127318528,217.47063981607118,7c8925dfc4100d59f2cae0552de3443189e99794206a3d84b42936a56b412ffc,649b6ac45fb2011b90f1f8817fee582af96976d977a49e3c23ca21c568d3bb90,True,40,0.04278564453125,0.028781890869140625,0.18561553955078125,0.7429695129394531,0.07156753540039062,False,,conservar,medseg_0039.npz,pendiente de identificar pacientes,0.042755126953125,0.0288543701171875,0.186737060546875,0.7416534423828125,False
medseg_0040,medseg,40,True,-1133.4699779911514,126.05506418931145,-428.78558223418764,455.28220607548235,605eb2b38f6af9e51661300376619bddb2cc8e304fd3aacc7db30f4c8e28420b,219cccb3d1e4e500f341aab7bd1bf6cf67b367726a7ea27670209a3540741a20,True,0,0.00984954833984375,0.01038360595703125,0.19661331176757812,0.7831535339355469,0.020233154296875,False,,conservar,medseg_0040.npz,pendiente de identificar pacientes,0.00994873046875,0.0102996826171875,0.19671630859375,0.7830352783203125,False
medseg_0041,medseg,41,True,-1352.4475524475524,252.44755244755243,-662.0707505232805,535.5354669774599,e1f2381e7c8d1f84af295cfbb2a69b96ed500a0cfe0f0f96084565b0b8f208d4,e554d1b38f940335cfa374ad565f0c52bcc4941ad3726071cc62529dc850fe54,True,0,0.07627105712890625,0.0,0.08639907836914062,0.8373298645019531,0.07627105712890625,False,,conservar,medseg_0041.npz,pendiente de identificar pacientes,0.07647705078125,0.0,0.08612060546875,0.83740234375,False
medseg_0042,medseg,42,True,-1392.6425579431912,125.0,-517.5117096302602,415.137305249495,a36012fca67df9f80b5bf18febbed14295127324eec8e9caf27561958123cd04,66068533151486d2eee207919d2d79f1759bc43f15244cec9610729ef1b9601e,True,0,0.08753204345703125,0.0,0.2754173278808594,0.6370506286621094,0.08753204345703125,False,,conservar,medseg_0042.npz,pendiente de identificar pacientes,0.0873260498046875,0.0,0.2748565673828125,0.6378173828125,False
medseg_0043,medseg,43,True,-1064.1250004618018,237.58357367706708,-426.88492687439003,461.5166039719752,584e03b848ceaf7f8c1388e4dcd4e8f47f1764d574e57c6cb2b589c2d56a79cf,d5c545faf6ef685a705f48e624a789739a831523c303104bbb3715818b461edd,True,0,0.0253753662109375,0.0191192626953125,0.48203277587890625,0.47347259521484375,0.04449462890625,False,,conservar,medseg_0043.npz,pendiente de identificar pacientes,0.0253448486328125,0.0191802978515625,0.48211669921875,0.473358154296875,False
medseg_0044,medseg,44,True,-1051.0114082306072,258.61221948374236,-319.8512935389804,398.40493217120434,92a8ba5f96db9ebc6e87dadb29706fd302e30cc2b9fab23fe91779c1a1c69c0c,ac905f6dc258d8e0f92e3f3fd5591064a1e94bf39c197202638afed6900d67c1,True,0,0.00641632080078125,0.005496978759765625,0.3746223449707031,0.61346435546875,0.011913299560546875,False,,conservar,medseg_0044.npz,pendiente de identificar pacientes,0.0064239501953125,0.0055084228515625,0.3745880126953125,0.6134796142578125,False
medseg_0045,medseg,45,True,-1360.0,403.3774463009347,-275.5572858366003,422.0693681208064,7fb9f9ac65f551f05d1b5bf31f041cf142c6ae3459f4f269928ed714c6796d3b,98436df25718db09d68cb8d419f4fc4ec2a9154330248a71e49b93aaa63fe609,True,0,0.03923797607421875,0.002170562744140625,0.2944068908691406,0.6641845703125,0.041408538818359375,False,,conservar,medseg_0045.npz,pendiente de identificar pacientes,0.039215087890625,0.0021209716796875,0.2943878173828125,0.664276123046875,False
medseg_0046,medseg,46,True,-1074.568727599772,266.58877718132067,-333.6817051097006,408.4452888930391,2bafe9fc6a19071e49930f67010c2287c07c2e415eafe91af369df7ccf579721,d5fbf614e81e07fee9015f69478b1af6c7171188547c94843216abc1e3ad99db,True,0,0.0147247314453125,0.0,0.40584564208984375,0.5794296264648438,0.0147247314453125,False,,conservar,medseg_0046.npz,pendiente de identificar pacientes,0.01470947265625,0.0,0.40643310546875,0.578857421875,False
medseg_0047,medseg,47,True,-1173.0415248433803,28.928488518677113,-372.0578779061817,437.6927670801581,431e321fa94e9b2e420a25937857d3c087f3df8a60a1b7069abe4711e4abf11c,3fa85da23ce79534d58f8946d492c454f958ff7142cd443235af249f253be816,True,116,0.056118011474609375,0.023303985595703125,0.07994461059570312,0.8410758972167969,0.0794219970703125,False,,conservar,medseg_0047.npz,pendiente de identificar pacientes,0.056182861328125,0.023345947265625,0.0806427001953125,0.8398284912109375,False
medseg_0048,medseg,48,True,-1092.2205324224774,259.3473419575025,-407.0041745399964,451.36517107072405,f6f1225ce3c8548a4c9539745641cadee3125a360ae4f7e05e48d2fedd974644,c8897d189a98cea8218080d23ba2b79f262deba5164fdea2a5b3338a1d6b21d9,True,0,0.0,0.0,0.36673736572265625,0.6332626342773438,0.0,False,,conservar,medseg_0048.npz,pendiente de identificar pacientes,0.0,0.0,0.368194580078125,0.631805419921875,False
medseg_0049,medseg,49,True,-1248.6842105263158,261.18421052631584,-926.63100142228,491.3593693071463,453edea55f0a876dad35f17f455aaa88bf59f2a32d3e68859df9786bd6c70078,998be2f61c79e02af12b95247eedc781b01158d0c2b63f44b0e3c443a3789bd8,True,0,0.019458770751953125,0.00203704833984375,0.0543365478515625,0.9241676330566406,0.021495819091796875,False,,conservar,medseg_0049.npz,pendiente de identificar pacientes,0.01947021484375,0.0019989013671875,0.05450439453125,0.9240264892578125,False
medseg_0050,medseg,50,True,-1200.7692307692225,294.61538461538476,-645.3945776132437,505.1015511081958,f1ffa426df1c84a9416d94a4379338de996d937a75825320c5196054dae56a71,9f814f2ec5e4b0f2db7a6eaea23f056c63aede3e8b64b9e149d6c504e2ce51d2,True,0,0.023654937744140625,0.0017242431640625,0.13698196411132812,0.8376388549804688,0.025379180908203125,False,,conservar,medseg_0050.npz,pendiente de identificar pacientes,0.02374267578125,0.00177001953125,0.136871337890625,0.837615966796875,False
medseg_0051,medseg,51,True,-1194.7382897146904,520.2744622843657,-249.74135192247326,404.7256451973251,4ecd806f52c8f18b8d8084a748f01e6c05b45d62ae54527c66e738c205fbfa17,fae753c9c1e08c1dd2c9d7d506a83151c40f056599a69d7b208086e824035904,True,0,0.15571975708007812,0.04724884033203125,0.19992828369140625,0.5971031188964844,0.20296859741210938,False,,conservar,medseg_0051.npz,pendiente de identificar pacientes,0.155731201171875,0.0471649169921875,0.200164794921875,0.5969390869140625,False
medseg_0052,medseg,52,True,-1164.8854961832062,587.0229007633588,-638.8625953033679,514.057946415704,e443029959d489299b7a0c40c5b4eec2b0427dd25522000480cfcf422300f693,e5252aa55781d555a25e8ac47955e3f4dc0919ff142798f0fdaca300070f3080,True,0,0.014461517333984375,0.00302886962890625,0.07033538818359375,0.9121742248535156,0.017490386962890625,False,,conservar,medseg_0052.npz,pendiente de identificar pacientes,0.0145111083984375,0.0030517578125,0.0706024169921875,0.911834716796875,False
medseg_0053,medseg,53,True,-1397.0588235294117,286.1809932354124,-354.29050080595545,468.3350131573937,38d1d1d198b0b4318ed45e73976179de5b126198072f6f3b31d4af8b39449916,8e1c33678cf20f9efbc248bc0f4bdfd67411d2022bdc45c90270f76504e81f13,True,0,0.14560317993164062,0.001392364501953125,0.2902641296386719,0.5627403259277344,0.14699554443359375,False,,conservar,medseg_0053.npz,pendiente de identificar pacientes,0.1456298828125,0.0013885498046875,0.2908172607421875,0.562164306640625,False
medseg_0054,medseg,54,True,-1341.3793103448274,241.37931034482767,-609.2412172514817,556.3308503722168,2238baf887656276e0d22b283b41a1138a54e33cfc82d02aeac890a4e791c5ec,b1d1e55e5848d8a12a86eca732620c02a12cd87be87fc90d74e363a6d9f8fc7b,True,0,0.0,0.05224609375,0.025707244873046875,0.9220466613769531,0.05224609375,False,,conservar,medseg_0054.npz,pendiente de identificar pacientes,0.0,0.052215576171875,0.025848388671875,0.92193603515625,False
